"TYPE_CODE","DATEON","CLOSING_PRICE","UP_DOWN_PER","VOLUME","VOLUME_AMT"
KOSDAQ,"1997.01.25",1195.7,0.65,30.0,951.0
KOSDAQ,"1997.01.27",1193.6,-0.18,101.0,2210.0
KOSDAQ,"1997.01.28",1192.7,-0.08,271.0,5658.0
KOSDAQ,"1997.01.29",1196.6,0.33,80.0,2268.0
KOSDAQ,"1997.01.30",1201.5,0.41,110.0,3657.0
KOSDAQ,"1997.01.31",1207.9,0.53,73.0,2026.0
KOSDAQ,"1997.02.01",1206.8,-0.09,121.0,4664.0
KOSDAQ,"1997.02.03",1207.1,0.02,81.0,2181.0
KOSDAQ,"1997.02.04",1207.2,0.01,81.0,3008.0
KOSDAQ,"1997.02.05",1211.6,0.36,55.0,1922.0
KOSDAQ,"1997.02.06",1204.7,-0.57,77.0,1632.0
KOSDAQ,"1997.02.10",1202.0,-0.22,41.0,1745.0
KOSDAQ,"1997.02.11",1199.6,-0.2,89.0,2625.0
KOSDAQ,"1997.02.12",1196.1,-0.29,43.0,1331.0
KOSDAQ,"1997.02.13",1193.0,-0.26,61.0,1224.0
KOSDAQ,"1997.02.14",1197.9,0.41,52.0,1106.0
KOSDAQ,"1997.02.15",1201.3,0.28,41.0,864.0
KOSDAQ,"1997.02.17",1201.0,-0.02,61.0,1027.0
KOSDAQ,"1997.02.18",1196.2,-0.4,98.0,1596.0
KOSDAQ,"1997.02.19",1198.2,0.17,74.0,1232.0
KOSDAQ,"1997.02.20",1194.7,-0.29,193.0,3391.0
KOSDAQ,"1997.02.21",1196.9,0.18,78.0,1295.0
KOSDAQ,"1997.02.22",1197.1,0.02,75.0,1040.0
KOSDAQ,"1997.02.24",1195.6,-0.13,98.0,1743.0
KOSDAQ,"1997.02.25",1192.0,-0.3,140.0,1544.0
KOSDAQ,"1997.02.26",1169.2,-1.91,120.0,1324.0
KOSDAQ,"1997.02.27",1171.4,0.19,77.0,1290.0
KOSDAQ,"1997.02.28",1183.5,1.03,193.0,7169.0
KOSDAQ,"1997.03.03",1180.1,-0.29,127.0,2407.0
KOSDAQ,"1997.03.04",1185.8,0.48,52.0,703.0
KOSDAQ,"1997.03.05",1176.8,-0.76,40.0,980.0
KOSDAQ,"1997.03.06",1184.2,0.63,44.0,1237.0
KOSDAQ,"1997.03.07",1188.4,0.35,108.0,1297.0
KOSDAQ,"1997.03.08",1188.4,0.0,48.0,2613.0
KOSDAQ,"1997.03.10",1184.1,-0.36,91.0,1291.0
KOSDAQ,"1997.03.11",1178.5,-0.47,84.0,2053.0
KOSDAQ,"1997.03.12",1166.3,-1.04,211.0,3733.0
KOSDAQ,"1997.03.13",1167.5,0.1,58.0,1045.0
KOSDAQ,"1997.03.14",1161.3,-0.53,156.0,3278.0
KOSDAQ,"1997.03.15",1160.7,-0.05,42.0,1491.0
KOSDAQ,"1997.03.17",1166.9,0.53,137.0,5473.0
KOSDAQ,"1997.03.18",1171.4,0.39,59.0,985.0
KOSDAQ,"1997.03.19",1165.2,-0.53,95.0,1531.0
KOSDAQ,"1997.03.20",1159.2,-0.51,49.0,903.0
KOSDAQ,"1997.03.21",1154.4,-0.41,85.0,2120.0
KOSDAQ,"1997.03.22",1158.8,0.38,37.0,704.0
KOSDAQ,"1997.03.24",1160.4,0.14,101.0,1710.0
KOSDAQ,"1997.03.25",1172.6,1.05,77.0,2119.0
KOSDAQ,"1997.03.26",1193.8,1.81,136.0,1629.0
KOSDAQ,"1997.03.27",1198.2,0.37,51.0,872.0
KOSDAQ,"1997.03.28",1194.8,-0.28,65.0,871.0
KOSDAQ,"1997.03.29",1202.3,0.63,93.0,2049.0
KOSDAQ,"1997.03.31",1204.7,0.2,57.0,1131.0
KOSDAQ,"1997.04.01",1215.2,0.87,150.0,3653.0
KOSDAQ,"1997.04.02",1212.2,-0.25,68.0,1734.0
KOSDAQ,"1997.04.03",1219.3,0.59,640.0,4960.0
KOSDAQ,"1997.04.04",1218.4,-0.07,136.0,2224.0
KOSDAQ,"1997.04.07",1226.5,0.66,69.0,1120.0
KOSDAQ,"1997.04.08",1228.1,0.13,112.0,2625.0
KOSDAQ,"1997.04.09",1233.0,0.4,64.0,1408.0
KOSDAQ,"1997.04.10",1232.6,-0.03,163.0,6928.0
KOSDAQ,"1997.04.11",1231.3,-0.11,83.0,2573.0
KOSDAQ,"1997.04.12",1236.2,0.4,74.0,1755.0
KOSDAQ,"1997.04.14",1230.0,-0.5,87.0,2677.0
KOSDAQ,"1997.04.15",1229.6,-0.03,177.0,4793.0
KOSDAQ,"1997.04.16",1234.9,0.43,156.0,9651.0
KOSDAQ,"1997.04.17",1236.7,0.15,183.0,10949.0
KOSDAQ,"1997.04.18",1239.8,0.25,49.0,1467.0
KOSDAQ,"1997.04.19",1243.8,0.32,21.0,758.0
KOSDAQ,"1997.04.21",1248.8,0.4,58.0,1197.0
KOSDAQ,"1997.04.22",1250.0,0.1,52.0,2056.0
KOSDAQ,"1997.04.23",1248.7,-0.1,130.0,3524.0
KOSDAQ,"1997.04.24",1248.7,0.0,56.0,2384.0
KOSDAQ,"1997.04.25",1251.4,0.22,180.0,7894.0
KOSDAQ,"1997.04.26",1251.9,0.04,76.0,3865.0
KOSDAQ,"1997.04.28",1253.7,0.14,95.0,3377.0
KOSDAQ,"1997.04.29",1258.2,0.36,236.0,8654.0
KOSDAQ,"1997.04.30",1252.9,-0.42,171.0,6186.0
KOSDAQ,"1997.05.02",1247.9,-0.4,95.0,3547.0
KOSDAQ,"1997.05.03",1251.0,0.25,70.0,2092.0
KOSDAQ,"1997.05.06",1240.9,-0.81,102.0,3152.0
KOSDAQ,"1997.05.07",1241.8,0.07,238.0,7788.0
KOSDAQ,"1997.05.08",1236.5,-0.43,151.0,3031.0
KOSDAQ,"1997.05.09",1239.9,0.27,165.0,5403.0
KOSDAQ,"1997.05.10",1238.8,-0.09,56.0,2017.0
KOSDAQ,"1997.05.12",1237.4,-0.11,100.0,2174.0
KOSDAQ,"1997.05.13",1245.6,0.66,152.0,5597.0
KOSDAQ,"1997.05.15",1254.5,0.71,110.0,3112.0
KOSDAQ,"1997.05.16",1255.8,0.1,132.0,3426.0
KOSDAQ,"1997.05.17",1251.3,-0.36,69.0,2468.0
KOSDAQ,"1997.05.19",1259.9,0.69,98.0,2915.0
KOSDAQ,"1997.05.20",1268.8,0.71,232.0,4047.0
KOSDAQ,"1997.05.21",1285.5,1.32,214.0,7109.0
KOSDAQ,"1997.05.22",1299.5,1.09,175.0,5820.0
KOSDAQ,"1997.05.23",1292.7,-0.52,140.0,3650.0
KOSDAQ,"1997.05.24",1302.0,0.72,47.0,1378.0
KOSDAQ,"1997.05.26",1298.2,-0.29,152.0,5332.0
KOSDAQ,"1997.05.27",1303.0,0.37,99.0,3545.0
KOSDAQ,"1997.05.28",1307.5,0.35,142.0,4088.0
KOSDAQ,"1997.05.29",1306.6,-0.07,120.0,3226.0
KOSDAQ,"1997.05.30",1306.0,-0.05,81.0,2400.0
KOSDAQ,"1997.05.31",1308.1,0.16,148.0,2924.0
KOSDAQ,"1997.06.02",1301.3,-0.52,75.0,1750.0
KOSDAQ,"1997.06.03",1299.3,-0.15,95.0,3715.0
KOSDAQ,"1997.06.04",1300.6,0.1,115.0,4597.0
KOSDAQ,"1997.06.05",1300.7,0.01,145.0,3904.0
KOSDAQ,"1997.06.07",1303.1,0.18,65.0,1649.0
KOSDAQ,"1997.06.09",1305.8,0.21,118.0,3523.0
KOSDAQ,"1997.06.10",1315.6,0.75,211.0,6020.0
KOSDAQ,"1997.06.11",1314.3,-0.1,258.0,8398.0
KOSDAQ,"1997.06.12",1327.5,1.0,134.0,3188.0
KOSDAQ,"1997.06.13",1350.9,1.76,167.0,4711.0
KOSDAQ,"1997.06.14",1364.7,1.02,169.0,4710.0
KOSDAQ,"1997.06.16",1359.6,-0.37,123.0,3249.0
KOSDAQ,"1997.06.17",1357.3,-0.17,96.0,2746.0
KOSDAQ,"1997.06.18",1353.6,-0.27,125.0,3784.0
KOSDAQ,"1997.06.19",1339.2,-1.06,100.0,3867.0
KOSDAQ,"1997.06.20",1340.3,0.08,128.0,9172.0
KOSDAQ,"1997.06.21",1334.0,-0.47,83.0,6575.0
KOSDAQ,"1997.06.23",1324.4,-0.72,145.0,4476.0
KOSDAQ,"1997.06.24",1337.1,0.96,141.0,4485.0
KOSDAQ,"1997.06.25",1327.2,-0.74,497.0,13803.0
KOSDAQ,"1997.06.26",1341.4,1.07,339.0,9582.0
KOSDAQ,"1997.06.27",1335.5,-0.44,221.0,11392.0
KOSDAQ,"1997.06.28",1329.4,-0.46,117.0,7765.0
KOSDAQ,"1997.06.30",1331.1,0.13,197.0,8345.0
KOSDAQ,"1997.07.01",1338.4,0.55,102.0,2743.0
KOSDAQ,"1997.07.02",1345.8,0.55,190.0,7330.0
KOSDAQ,"1997.07.03",1333.8,-0.89,229.0,8914.0
KOSDAQ,"1997.07.04",1333.8,0.0,195.0,4813.0
KOSDAQ,"1997.07.05",1337.0,0.24,135.0,4104.0
KOSDAQ,"1997.07.07",1334.4,-0.19,221.0,4244.0
KOSDAQ,"1997.07.08",1326.9,-0.56,107.0,3175.0
KOSDAQ,"1997.07.09",1325.0,-0.14,178.0,3595.0
KOSDAQ,"1997.07.10",1332.3,0.55,200.0,5318.0
KOSDAQ,"1997.07.11",1327.3,-0.38,88.0,2597.0
KOSDAQ,"1997.07.12",1332.3,0.38,51.0,1758.0
KOSDAQ,"1997.07.14",1331.6,-0.05,115.0,4240.0
KOSDAQ,"1997.07.15",1325.0,-0.5,78.0,2218.0
KOSDAQ,"1997.07.16",1318.9,-0.46,159.0,3680.0
KOSDAQ,"1997.07.18",1311.3,-0.58,124.0,3622.0
KOSDAQ,"1997.07.19",1311.4,0.01,94.0,2913.0
KOSDAQ,"1997.07.21",1310.1,-0.1,81.0,2883.0
KOSDAQ,"1997.07.22",1303.5,-0.5,90.0,2623.0
KOSDAQ,"1997.07.23",1298.3,-0.4,133.0,3618.0
KOSDAQ,"1997.07.24",1313.8,1.19,138.0,5628.0
KOSDAQ,"1997.07.25",1319.7,0.45,424.0,16010.0
KOSDAQ,"1997.07.26",1320.8,0.08,91.0,3644.0
KOSDAQ,"1997.07.28",1327.7,0.52,71.0,2340.0
KOSDAQ,"1997.07.29",1320.0,-0.58,252.0,2876.0
KOSDAQ,"1997.07.30",1318.7,-0.1,92.0,2176.0
KOSDAQ,"1997.07.31",1331.3,0.96,107.0,3092.0
KOSDAQ,"1997.08.01",1336.9,0.42,88.0,2529.0
KOSDAQ,"1997.08.02",1336.6,-0.02,47.0,1113.0
KOSDAQ,"1997.08.04",1346.9,0.77,86.0,2847.0
KOSDAQ,"1997.08.05",1352.0,0.38,64.0,1632.0
KOSDAQ,"1997.08.06",1362.0,0.74,180.0,4822.0
KOSDAQ,"1997.08.07",1362.1,0.01,107.0,3206.0
KOSDAQ,"1997.08.08",1360.7,-0.1,108.0,3157.0
KOSDAQ,"1997.08.09",1371.9,0.82,85.0,2768.0
KOSDAQ,"1997.08.11",1364.6,-0.53,439.0,10238.0
KOSDAQ,"1997.08.12",1360.4,-0.31,232.0,7201.0
KOSDAQ,"1997.08.13",1360.4,0.0,194.0,4624.0
KOSDAQ,"1997.08.14",1364.5,0.3,302.0,8446.0
KOSDAQ,"1997.08.16",1368.5,0.29,82.0,2576.0
KOSDAQ,"1997.08.18",1364.5,-0.29,188.0,4781.0
KOSDAQ,"1997.08.19",1359.6,-0.36,363.0,16169.0
KOSDAQ,"1997.08.20",1345.2,-1.06,387.0,11741.0
KOSDAQ,"1997.08.21",1344.2,-0.07,237.0,6242.0
KOSDAQ,"1997.08.22",1342.4,-0.13,454.0,10527.0
KOSDAQ,"1997.08.23",1335.8,-0.49,168.0,4873.0
KOSDAQ,"1997.08.25",1333.2,-0.19,196.0,7055.0
KOSDAQ,"1997.08.26",1335.0,0.14,178.0,10472.0
KOSDAQ,"1997.08.27",1341.6,0.49,262.0,9889.0
KOSDAQ,"1997.08.28",1339.4,-0.16,199.0,6174.0
KOSDAQ,"1997.08.29",1340.9,0.11,324.0,11472.0
KOSDAQ,"1997.08.30",1340.1,-0.06,137.0,7676.0
KOSDAQ,"1997.09.01",1319.3,-1.55,62.0,1946.0
KOSDAQ,"1997.09.02",1312.4,-0.52,90.0,2556.0
KOSDAQ,"1997.09.03",1327.4,1.14,165.0,5451.0
KOSDAQ,"1997.09.04",1325.2,-0.17,219.0,11401.0
KOSDAQ,"1997.09.05",1331.6,0.48,97.0,4622.0
KOSDAQ,"1997.09.06",1342.4,0.81,113.0,3061.0
KOSDAQ,"1997.09.08",1339.2,-0.24,136.0,5434.0
KOSDAQ,"1997.09.09",1327.2,-0.9,107.0,3845.0
KOSDAQ,"1997.09.10",1327.7,0.04,91.0,3542.0
KOSDAQ,"1997.09.11",1331.2,0.26,211.0,6274.0
KOSDAQ,"1997.09.12",1340.4,0.69,108.0,4282.0
KOSDAQ,"1997.09.13",1346.4,0.45,302.0,12881.0
KOSDAQ,"1997.09.18",1354.8,0.62,134.0,5306.0
KOSDAQ,"1997.09.19",1348.6,-0.46,386.0,9786.0
KOSDAQ,"1997.09.20",1344.9,-0.27,41.0,1527.0
KOSDAQ,"1997.09.22",1344.6,-0.02,76.0,3448.0
KOSDAQ,"1997.09.23",1335.3,-0.69,98.0,6446.0
KOSDAQ,"1997.09.24",1333.8,-0.11,127.0,10286.0
KOSDAQ,"1997.09.25",1332.9,-0.07,112.0,7041.0
KOSDAQ,"1997.09.26",1327.5,-0.41,177.0,10918.0
KOSDAQ,"1997.09.27",1321.7,-0.44,135.0,7229.0
KOSDAQ,"1997.09.29",1319.4,-0.17,88.0,3575.0
KOSDAQ,"1997.09.30",1327.4,0.61,131.0,5152.0
KOSDAQ,"1997.10.01",1327.7,0.02,67.0,2109.0
KOSDAQ,"1997.10.02",1319.3,-0.63,40.0,1734.0
KOSDAQ,"1997.10.04",1316.3,-0.23,36.0,994.0
KOSDAQ,"1997.10.06",1321.2,0.37,81.0,2285.0
KOSDAQ,"1997.10.07",1315.4,-0.44,252.0,5814.0
KOSDAQ,"1997.10.08",1310.6,-0.36,120.0,3144.0
KOSDAQ,"1997.10.09",1307.7,-0.22,96.0,4549.0
KOSDAQ,"1997.10.10",1311.2,0.27,64.0,1445.0
KOSDAQ,"1997.10.11",1310.2,-0.08,22.0,567.0
KOSDAQ,"1997.10.13",1305.1,-0.39,68.0,1397.0
KOSDAQ,"1997.10.14",1307.0,0.15,64.0,1991.0
KOSDAQ,"1997.10.15",1296.6,-0.8,73.0,1669.0
KOSDAQ,"1997.10.16",1272.5,-1.86,71.0,1448.0
KOSDAQ,"1997.10.17",1267.6,-0.39,126.0,2659.0
KOSDAQ,"1997.10.18",1270.4,0.22,218.0,1729.0
KOSDAQ,"1997.10.20",1248.8,-1.7,118.0,3576.0
KOSDAQ,"1997.10.21",1232.8,-1.28,126.0,3121.0
KOSDAQ,"1997.10.22",1252.4,1.59,157.0,5447.0
KOSDAQ,"1997.10.23",1258.2,0.46,195.0,3418.0
KOSDAQ,"1997.10.24",1240.3,-1.42,157.0,2811.0
KOSDAQ,"1997.10.25",1234.4,-0.48,100.0,1207.0
KOSDAQ,"1997.10.27",1236.2,0.15,129.0,1529.0
KOSDAQ,"1997.10.28",1218.4,-1.44,170.0,2175.0
KOSDAQ,"1997.10.29",1231.3,1.06,74.0,1994.0
KOSDAQ,"1997.10.30",1229.1,-0.18,80.0,1726.0
KOSDAQ,"1997.10.31",1204.3,-2.02,123.0,4323.0
KOSDAQ,"1997.11.01",1209.5,0.43,52.0,970.0
KOSDAQ,"1997.11.03",1210.2,0.06,194.0,4404.0
KOSDAQ,"1997.11.04",1210.0,-0.02,137.0,2579.0
KOSDAQ,"1997.11.05",1215.6,0.46,168.0,2831.0
KOSDAQ,"1997.11.06",1220.1,0.37,195.0,4259.0
KOSDAQ,"1997.11.07",1208.4,-0.96,659.0,7262.0
KOSDAQ,"1997.11.08",1205.6,-0.23,213.0,2899.0
KOSDAQ,"1997.11.10",1216.7,0.92,288.0,3714.0
KOSDAQ,"1997.11.11",1203.3,-1.1,229.0,4003.0
KOSDAQ,"1997.11.12",1207.8,0.37,143.0,2253.0
KOSDAQ,"1997.11.13",1207.0,-0.07,366.0,5476.0
KOSDAQ,"1997.11.14",1210.5,0.29,287.0,3905.0
KOSDAQ,"1997.11.15",1213.5,0.25,226.0,4400.0
KOSDAQ,"1997.11.17",1208.5,-0.41,153.0,3497.0
KOSDAQ,"1997.11.18",1192.4,-1.33,136.0,1972.0
KOSDAQ,"1997.11.19",1188.8,-0.3,286.0,5478.0
KOSDAQ,"1997.11.20",1179.0,-0.82,148.0,2225.0
KOSDAQ,"1997.11.21",1185.3,0.53,273.0,3779.0
KOSDAQ,"1997.11.22",1186.2,0.08,394.0,9277.0
KOSDAQ,"1997.11.24",1154.1,-2.71,132.0,2771.0
KOSDAQ,"1997.11.25",1144.9,-0.8,200.0,3341.0
KOSDAQ,"1997.11.26",1131.2,-1.2,198.0,3542.0
KOSDAQ,"1997.11.27",1124.2,-0.62,309.0,6724.0
KOSDAQ,"1997.11.28",1117.2,-0.62,338.0,4333.0
KOSDAQ,"1997.11.29",1098.1,-1.71,200.0,3204.0
KOSDAQ,"1997.12.01",1070.9,-2.48,144.0,2457.0
KOSDAQ,"1997.12.02",1042.2,-2.68,152.0,2446.0
KOSDAQ,"1997.12.03",1020.8,-2.05,208.0,3649.0
KOSDAQ,"1997.12.04",1032.3,1.13,573.0,4572.0
KOSDAQ,"1997.12.05",1047.8,1.5,523.0,9335.0
KOSDAQ,"1997.12.06",1045.3,-0.24,263.0,3560.0
KOSDAQ,"1997.12.08",1034.1,-1.07,271.0,3238.0
KOSDAQ,"1997.12.09",1011.5,-2.19,198.0,3350.0
KOSDAQ,"1997.12.10",1000.4,-1.1,147.0,2239.0
KOSDAQ,"1997.12.11",990.8,-0.96,262.0,2779.0
KOSDAQ,"1997.12.12",973.2,-1.78,582.0,5715.0
KOSDAQ,"1997.12.13",980.0,0.7,474.0,4139.0
KOSDAQ,"1997.12.15",994.4,1.47,428.0,5819.0
KOSDAQ,"1997.12.16",1010.5,1.62,349.0,3234.0
KOSDAQ,"1997.12.17",1018.3,0.77,433.0,5342.0
KOSDAQ,"1997.12.19",992.2,-2.56,242.0,2789.0
KOSDAQ,"1997.12.20",985.5,-0.68,140.0,1247.0
KOSDAQ,"1997.12.22",983.6,-0.19,187.0,2044.0
KOSDAQ,"1997.12.23",959.6,-2.44,443.0,4200.0
KOSDAQ,"1997.12.24",950.7,-0.93,988.0,19690.0
KOSDAQ,"1997.12.26",967.3,1.75,965.0,9589.0
KOSDAQ,"1997.12.27",972.5,0.54,1051.0,15072.0
KOSDAQ,"1998.01.03",983.9,1.17,117.0,2472.0
KOSDAQ,"1998.01.05",975.7,-0.83,206.0,3967.0
KOSDAQ,"1998.01.06",964.0,-1.2,267.0,4038.0
KOSDAQ,"1998.01.07",963.5,-0.05,215.0,2636.0
KOSDAQ,"1998.01.08",962.2,-0.13,567.0,7069.0
KOSDAQ,"1998.01.09",953.5,-0.9,207.0,2636.0
KOSDAQ,"1998.01.10",966.3,1.34,202.0,3075.0
KOSDAQ,"1998.01.12",973.3,0.72,460.0,6762.0
KOSDAQ,"1998.01.13",975.2,0.2,252.0,3944.0
KOSDAQ,"1998.01.14",971.5,-0.38,333.0,6531.0
KOSDAQ,"1998.01.15",988.2,1.72,770.0,9981.0
KOSDAQ,"1998.01.16",978.6,-0.97,402.0,7194.0
KOSDAQ,"1998.01.17",985.4,0.69,147.0,3182.0
KOSDAQ,"1998.01.19",1002.4,1.73,340.0,6699.0
KOSDAQ,"1998.01.20",1000.5,-0.19,432.0,8626.0
KOSDAQ,"1998.01.21",995.1,-0.54,366.0,8334.0
KOSDAQ,"1998.01.22",980.5,-1.47,427.0,9011.0
KOSDAQ,"1998.01.23",985.1,0.47,482.0,10464.0
KOSDAQ,"1998.01.24",994.6,0.96,226.0,3779.0
KOSDAQ,"1998.01.26",996.7,0.21,359.0,7114.0
KOSDAQ,"1998.01.30",1022.0,2.54,293.0,4433.0
KOSDAQ,"1998.01.31",1031.2,0.9,520.0,7052.0
KOSDAQ,"1998.02.02",1007.9,-2.26,362.0,5811.0
KOSDAQ,"1998.02.03",1012.9,0.5,311.0,5706.0
KOSDAQ,"1998.02.04",1014.0,0.11,273.0,4920.0
KOSDAQ,"1998.02.05",1005.4,-0.85,253.0,4064.0
KOSDAQ,"1998.02.06",1003.9,-0.15,271.0,4839.0
KOSDAQ,"1998.02.07",1005.7,0.18,297.0,2894.0
KOSDAQ,"1998.02.09",1010.7,0.5,290.0,4729.0
KOSDAQ,"1998.02.10",999.0,-1.16,549.0,8153.0
KOSDAQ,"1998.02.11",982.5,-1.65,418.0,6645.0
KOSDAQ,"1998.02.12",963.3,-1.95,221.0,3273.0
KOSDAQ,"1998.02.13",977.2,1.44,254.0,4045.0
KOSDAQ,"1998.02.14",980.9,0.38,270.0,3880.0
KOSDAQ,"1998.02.16",975.9,-0.51,358.0,3945.0
KOSDAQ,"1998.02.17",967.6,-0.85,185.0,3637.0
KOSDAQ,"1998.02.18",968.8,0.12,409.0,3664.0
KOSDAQ,"1998.02.19",980.3,1.19,277.0,6372.0
KOSDAQ,"1998.02.20",989.3,0.92,589.0,14760.0
KOSDAQ,"1998.02.21",986.8,-0.25,320.0,6363.0
KOSDAQ,"1998.02.23",987.1,0.03,850.0,9744.0
KOSDAQ,"1998.02.24",983.1,-0.41,605.0,10803.0
KOSDAQ,"1998.02.25",994.0,1.11,997.0,20084.0
KOSDAQ,"1998.02.26",996.9,0.29,515.0,14338.0
KOSDAQ,"1998.02.27",1016.5,1.97,554.0,13839.0
KOSDAQ,"1998.02.28",1032.7,1.59,505.0,6802.0
KOSDAQ,"1998.03.02",1052.2,1.89,353.0,8874.0
KOSDAQ,"1998.03.03",1075.7,2.23,844.0,17006.0
KOSDAQ,"1998.03.04",1069.9,-0.54,1128.0,54869.0
KOSDAQ,"1998.03.05",1057.6,-1.15,358.0,13944.0
KOSDAQ,"1998.03.06",1057.0,-0.06,346.0,11748.0
KOSDAQ,"1998.03.07",1053.8,-0.3,212.0,7267.0
KOSDAQ,"1998.03.09",1041.2,-1.2,169.0,4945.0
KOSDAQ,"1998.03.10",1044.0,0.27,252.0,5415.0
KOSDAQ,"1998.03.11",1068.6,2.36,326.0,13600.0
KOSDAQ,"1998.03.12",1076.1,0.7,335.0,11715.0
KOSDAQ,"1998.03.13",1050.1,-2.42,316.0,11299.0
KOSDAQ,"1998.03.14",1037.4,-1.21,127.0,2294.0
KOSDAQ,"1998.03.16",1060.8,2.26,375.0,6745.0
KOSDAQ,"1998.03.17",1043.3,-1.65,263.0,8018.0
KOSDAQ,"1998.03.18",1036.0,-0.7,407.0,10391.0
KOSDAQ,"1998.03.19",1032.6,-0.33,303.0,4592.0
KOSDAQ,"1998.03.20",1028.5,-0.4,139.0,2587.0
KOSDAQ,"1998.03.21",1019.8,-0.85,253.0,1554.0
KOSDAQ,"1998.03.23",1002.5,-1.7,176.0,3047.0
KOSDAQ,"1998.03.24",996.0,-0.65,189.0,2628.0
KOSDAQ,"1998.03.25",1003.9,0.79,213.0,3537.0
KOSDAQ,"1998.03.26",1005.1,0.12,222.0,3650.0
KOSDAQ,"1998.03.27",999.9,-0.52,707.0,7064.0
KOSDAQ,"1998.03.28",1022.3,2.24,259.0,7322.0
KOSDAQ,"1998.03.30",1026.3,0.39,278.0,8692.0
KOSDAQ,"1998.03.31",1030.6,0.42,201.0,5371.0
KOSDAQ,"1998.04.01",1018.4,-1.18,290.0,8885.0
KOSDAQ,"1998.04.02",1001.6,-1.65,237.0,3823.0
KOSDAQ,"1998.04.03",981.7,-1.99,212.0,3576.0
KOSDAQ,"1998.04.04",963.4,-1.86,107.0,2548.0
KOSDAQ,"1998.04.06",970.6,0.75,279.0,5880.0
KOSDAQ,"1998.04.07",977.1,0.67,133.0,2264.0
KOSDAQ,"1998.04.08",975.4,-0.17,123.0,2080.0
KOSDAQ,"1998.04.09",982.3,0.71,221.0,4301.0
KOSDAQ,"1998.04.10",967.6,-1.5,228.0,2296.0
KOSDAQ,"1998.04.11",977.9,1.06,81.0,1227.0
KOSDAQ,"1998.04.13",979.4,0.15,139.0,2148.0
KOSDAQ,"1998.04.14",970.0,-0.96,253.0,4415.0
KOSDAQ,"1998.04.15",966.5,-0.36,117.0,2033.0
KOSDAQ,"1998.04.16",962.2,-0.44,150.0,2965.0
KOSDAQ,"1998.04.17",947.4,-1.54,139.0,1926.0
KOSDAQ,"1998.04.18",945.2,-0.23,107.0,911.0
KOSDAQ,"1998.04.20",930.7,-1.53,106.0,1253.0
KOSDAQ,"1998.04.21",949.0,1.97,196.0,2582.0
KOSDAQ,"1998.04.22",934.9,-1.49,140.0,3178.0
KOSDAQ,"1998.04.23",916.5,-1.97,104.0,1335.0
KOSDAQ,"1998.04.24",917.5,0.11,229.0,4133.0
KOSDAQ,"1998.04.25",914.8,-0.29,82.0,767.0
KOSDAQ,"1998.04.27",909.3,-0.6,103.0,1058.0
KOSDAQ,"1998.04.28",885.3,-2.64,98.0,1138.0
KOSDAQ,"1998.04.29",890.3,0.56,163.0,1952.0
KOSDAQ,"1998.04.30",906.0,1.76,108.0,1449.0
KOSDAQ,"1998.05.02",909.2,0.35,157.0,1602.0
KOSDAQ,"1998.05.04",900.2,-0.99,130.0,1866.0
KOSDAQ,"1998.05.06",890.4,-1.09,118.0,1782.0
KOSDAQ,"1998.05.07",889.9,-0.06,116.0,1850.0
KOSDAQ,"1998.05.08",881.5,-0.94,125.0,1776.0
KOSDAQ,"1998.05.09",883.7,0.25,70.0,603.0
KOSDAQ,"1998.05.11",880.7,-0.34,88.0,1040.0
KOSDAQ,"1998.05.12",873.8,-0.78,188.0,2631.0
KOSDAQ,"1998.05.13",864.8,-1.03,223.0,2338.0
KOSDAQ,"1998.05.14",853.8,-1.27,150.0,2460.0
KOSDAQ,"1998.05.15",857.8,0.47,266.0,1486.0
KOSDAQ,"1998.05.16",856.3,-0.17,50.0,664.0
KOSDAQ,"1998.05.18",856.9,0.07,221.0,1223.0
KOSDAQ,"1998.05.19",866.3,1.1,140.0,1327.0
KOSDAQ,"1998.05.20",850.2,-1.86,128.0,1325.0
KOSDAQ,"1998.05.21",853.3,0.36,174.0,1623.0
KOSDAQ,"1998.05.22",834.0,-2.26,269.0,3251.0
KOSDAQ,"1998.05.23",848.6,1.75,191.0,1183.0
KOSDAQ,"1998.05.25",829.4,-2.26,231.0,2866.0
KOSDAQ,"1998.05.26",795.0,-4.15,264.0,2421.0
KOSDAQ,"1998.05.27",786.7,-1.04,215.0,2542.0
KOSDAQ,"1998.05.28",797.3,1.35,345.0,5263.0
KOSDAQ,"1998.05.29",790.7,-0.83,414.0,4681.0
KOSDAQ,"1998.05.30",782.9,-0.99,195.0,1949.0
KOSDAQ,"1998.06.01",796.9,1.79,163.0,1562.0
KOSDAQ,"1998.06.02",794.8,-0.26,132.0,1411.0
KOSDAQ,"1998.06.03",800.4,0.7,271.0,1721.0
KOSDAQ,"1998.06.05",801.1,0.09,125.0,920.0
KOSDAQ,"1998.06.08",809.3,1.02,181.0,2847.0
KOSDAQ,"1998.06.09",804.2,-0.63,196.0,1976.0
KOSDAQ,"1998.06.10",785.5,-2.33,162.0,1239.0
KOSDAQ,"1998.06.11",781.0,-0.57,215.0,2304.0
KOSDAQ,"1998.06.12",766.4,-1.87,332.0,3104.0
KOSDAQ,"1998.06.13",758.2,-1.07,160.0,1654.0
KOSDAQ,"1998.06.15",749.8,-1.11,237.0,2273.0
KOSDAQ,"1998.06.16",734.8,-2.0,317.0,4269.0
